n_neighbor,weights,p,Algorithm,Leaf size,Accuracy,F1 Score
1,uniform,5,brute,30,0.6980901077375122,0.6969085956142834
2,uniform,5,auto,20,0.6620959843290891,0.6576728605408
2,uniform,5,auto,30,0.6620959843290891,0.6576728605408
2,uniform,5,ball_tree,20,0.6620959843290891,0.6576728605408
2,uniform,5,ball_tree,30,0.6620959843290891,0.6576728605408
2,uniform,5,kd_tree,20,0.6620959843290891,0.6576728605408
2,uniform,5,kd_tree,30,0.6620959843290891,0.6576728605408
2,uniform,5,brute,20,0.6620959843290891,0.6576728605408
2,uniform,5,brute,30,0.6620959843290891,0.6576728605408
3,uniform,5,auto,20,0.6753183153770813,0.6721773028205638
3,uniform,5,auto,30,0.6753183153770813,0.6721773028205638
3,uniform,5,ball_tree,20,0.6753183153770813,0.6721773028205638
3,uniform,5,ball_tree,30,0.6753183153770813,0.6721773028205638
3,uniform,5,kd_tree,20,0.6753183153770813,0.6721773028205638
3,uniform,5,kd_tree,30,0.6753183153770813,0.6721773028205638
3,uniform,5,brute,20,0.6753183153770813,0.6721773028205638
3,uniform,5,brute,30,0.6753183153770813,0.6721773028205638
4,uniform,5,auto,20,0.6699314397649363,0.6656773093832721
4,uniform,5,auto,30,0.6699314397649363,0.6656773093832721
4,uniform,5,ball_tree,20,0.6699314397649363,0.6656773093832721
4,uniform,5,ball_tree,30,0.6699314397649363,0.6656773093832721
4,uniform,5,kd_tree,20,0.6699314397649363,0.6656773093832721
4,uniform,5,kd_tree,30,0.6699314397649363,0.6656773093832721
4,uniform,5,brute,20,0.6699314397649363,0.6656773093832721
4,uniform,5,brute,30,0.6699314397649363,0.6656773093832721
5,uniform,5,auto,20,0.6679725759059746,0.6635511110891297
5,uniform,5,auto,30,0.6679725759059746,0.6635511110891297
5,uniform,5,ball_tree,20,0.6679725759059746,0.6635511110891297
5,uniform,5,ball_tree,30,0.6679725759059746,0.6635511110891297
5,uniform,5,kd_tree,20,0.6679725759059746,0.6635511110891297
5,uniform,5,kd_tree,30,0.6679725759059746,0.6635511110891297
5,uniform,5,brute,20,0.6679725759059746,0.6635511110891297
5,uniform,5,brute,30,0.6679725759059746,0.6635511110891297
6,uniform,5,auto,20,0.6709108716944172,0.667263973054969
6,uniform,5,auto,30,0.6709108716944172,0.667263973054969
6,uniform,5,ball_tree,20,0.6709108716944172,0.667263973054969
6,uniform,5,ball_tree,30,0.6709108716944172,0.667263973054969
6,uniform,5,kd_tree,20,0.6709108716944172,0.667263973054969
6,uniform,5,kd_tree,30,0.6709108716944172,0.667263973054969
6,uniform,5,brute,20,0.6709108716944172,0.667263973054969
6,uniform,5,brute,30,0.6709108716944172,0.667263973054969
7,uniform,5,auto,20,0.6674828599412341,0.6622879489820509
7,uniform,5,auto,30,0.6674828599412341,0.6622879489820509
7,uniform,5,ball_tree,20,0.6674828599412341,0.6622879489820509
7,uniform,5,ball_tree,30,0.6674828599412341,0.6622879489820509
7,uniform,5,kd_tree,20,0.6674828599412341,0.6622879489820509
7,uniform,5,kd_tree,30,0.6674828599412341,0.6622879489820509
7,uniform,5,brute,20,0.6674828599412341,0.6622879489820509
7,uniform,5,brute,30,0.6674828599412341,0.6622879489820509
8,uniform,5,auto,20,0.6689520078354554,0.6640702126236341
8,uniform,5,auto,30,0.6689520078354554,0.6640702126236341
8,uniform,5,ball_tree,20,0.6689520078354554,0.6640702126236341
8,uniform,5,ball_tree,30,0.6689520078354554,0.6640702126236341
8,uniform,5,kd_tree,20,0.6689520078354554,0.6640702126236341
8,uniform,5,kd_tree,30,0.6689520078354554,0.6640702126236341
8,uniform,5,brute,20,0.6689520078354554,0.6640702126236341
8,uniform,5,brute,30,0.6689520078354554,0.6640702126236341
9,uniform,5,auto,20,0.6625857002938296,0.656445590547834
9,uniform,5,auto,30,0.6625857002938296,0.656445590547834
9,uniform,5,ball_tree,20,0.6625857002938296,0.656445590547834
9,uniform,5,ball_tree,30,0.6625857002938296,0.656445590547834
9,uniform,5,kd_tree,20,0.6625857002938296,0.656445590547834
9,uniform,5,kd_tree,30,0.6625857002938296,0.656445590547834
9,uniform,5,brute,20,0.6625857002938296,0.656445590547834
9,uniform,5,brute,30,0.6625857002938296,0.656445590547834
1,uniform,6,auto,20,0.6958863858961802,0.6945280472533516
1,uniform,6,auto,30,0.6958863858961802,0.6945280472533516
1,uniform,6,ball_tree,20,0.6958863858961802,0.6945280472533516
1,uniform,6,ball_tree,30,0.6958863858961802,0.6945280472533516
1,uniform,6,kd_tree,20,0.6958863858961802,0.6945280472533516
1,uniform,6,kd_tree,30,0.6958863858961802,0.6945280472533516
1,uniform,6,brute,20,0.6958863858961802,0.6945280472533516
1,uniform,6,brute,30,0.6958863858961802,0.6945280472533516
2,uniform,6,auto,20,0.6569539666993144,0.6521618634846084
2,uniform,6,auto,30,0.6569539666993144,0.6521618634846084
2,uniform,6,ball_tree,20,0.6569539666993144,0.6521618634846084
2,uniform,6,ball_tree,30,0.6569539666993144,0.6521618634846084
2,uniform,6,kd_tree,20,0.6569539666993144,0.6521618634846084
2,uniform,6,kd_tree,30,0.6569539666993144,0.6521618634846084
2,uniform,6,brute,20,0.6569539666993144,0.6521618634846084
2,uniform,6,brute,30,0.6569539666993144,0.6521618634846084
3,uniform,6,auto,20,0.6718903036238981,0.6687676017924877
3,uniform,6,auto,30,0.6718903036238981,0.6687676017924877
3,uniform,6,ball_tree,20,0.6718903036238981,0.6687676017924877
3,uniform,6,ball_tree,30,0.6718903036238981,0.6687676017924877
3,uniform,6,kd_tree,20,0.6718903036238981,0.6687676017924877
3,uniform,6,kd_tree,30,0.6718903036238981,0.6687676017924877
3,uniform,6,brute,20,0.6718903036238981,0.6687676017924877
3,uniform,6,brute,30,0.6718903036238981,0.6687676017924877
4,uniform,6,auto,20,0.6655239960822723,0.6611184203957263
4,uniform,6,auto,30,0.6655239960822723,0.6611184203957263
4,uniform,6,ball_tree,20,0.6655239960822723,0.6611184203957263
4,uniform,6,ball_tree,30,0.6655239960822723,0.6611184203957263
4,uniform,6,kd_tree,20,0.6655239960822723,0.6611184203957263
4,uniform,6,kd_tree,30,0.6655239960822723,0.6611184203957263
4,uniform,6,brute,20,0.6655239960822723,0.6611184203957263
4,uniform,6,brute,30,0.6655239960822723,0.6611184203957263
5,uniform,6,auto,20,0.6647894221351616,0.6601595486094712
5,uniform,6,auto,30,0.6647894221351616,0.6601595486094712
5,uniform,6,ball_tree,20,0.6647894221351616,0.6601595486094712
5,uniform,6,ball_tree,30,0.6647894221351616,0.6601595486094712
5,uniform,6,kd_tree,20,0.6647894221351616,0.6601595486094712
5,uniform,6,kd_tree,30,0.6647894221351616,0.6601595486094712
5,uniform,6,brute,20,0.6647894221351616,0.6601595486094712
5,uniform,6,brute,30,0.6647894221351616,0.6601595486094712
6,uniform,6,auto,20,0.6655239960822723,0.66144150527732
6,uniform,6,auto,30,0.6655239960822723,0.66144150527732
6,uniform,6,ball_tree,20,0.6655239960822723,0.66144150527732
6,uniform,6,ball_tree,30,0.6655239960822723,0.66144150527732
6,uniform,6,kd_tree,20,0.6655239960822723,0.66144150527732
6,uniform,6,kd_tree,30,0.6655239960822723,0.66144150527732
6,uniform,6,brute,20,0.6655239960822723,0.66144150527732
6,uniform,6,brute,30,0.6655239960822723,0.66144150527732
7,uniform,6,auto,20,0.6657688540646425,0.6605776693431249
7,uniform,6,auto,30,0.6657688540646425,0.6605776693431249
7,uniform,6,ball_tree,20,0.6657688540646425,0.6605776693431249
7,uniform,6,ball_tree,30,0.6657688540646425,0.6605776693431249
7,uniform,6,kd_tree,20,0.6657688540646425,0.6605776693431249
7,uniform,6,kd_tree,30,0.6657688540646425,0.6605776693431249
7,uniform,6,brute,20,0.6657688540646425,0.6605776693431249
7,uniform,6,brute,30,0.6657688540646425,0.6605776693431249
8,uniform,6,auto,20,0.6647894221351616,0.6597993240682077
8,uniform,6,auto,30,0.6647894221351616,0.6597993240682077
8,uniform,6,ball_tree,20,0.6647894221351616,0.6597993240682077
8,uniform,6,ball_tree,30,0.6647894221351616,0.6597993240682077
8,uniform,6,kd_tree,20,0.6647894221351616,0.6597993240682077
8,uniform,6,kd_tree,30,0.6647894221351616,0.6597993240682077
8,uniform,6,brute,20,0.6647894221351616,0.6597993240682077
8,uniform,6,brute,30,0.6647894221351616,0.6597993240682077
9,uniform,6,auto,20,0.6603819784524976,0.6542450586522066
9,uniform,6,auto,30,0.6603819784524976,0.6542450586522066
9,uniform,6,ball_tree,20,0.6603819784524976,0.6542450586522066
9,uniform,6,ball_tree,30,0.6603819784524976,0.6542450586522066
9,uniform,6,kd_tree,20,0.6603819784524976,0.6542450586522066
